Company,TypeName,Inches,Ram,Weight,Price,Touchscreen,Ips,X_res,Y_res,ppi,Cpu brand,first,second,Layer1HDD,Layer1SSD,Layer1Hybrid,Layer1Flash_Storage,Layer2HDD,Layer2SSD,Layer2Hybrid,Layer2Flash_Storage,Gpu brand,os
Lenovo,Gaming,15.6,16,2.5,57489.12,0,1,1920,1080,141.211998082199,Intel Core i7,256 SSD,0,0,1,0,0,0,0,0,0,Nvidia,Windows
Acer,Notebook,15.6,4,2.1,18541.44,0,0,1366,768,100.454669861137,Other Intel Processor,1000 HDD,0,1,0,0,0,0,0,0,0,Intel,Windows
MSI,Gaming,15.6,16,2.4,95850.72,0,1,1920,1080,141.211998082199,Intel Core i7,256 SSD,  1000 HDD,0,1,0,0,1,0,0,0,Nvidia,Windows
Acer,Notebook,15.6,4,2.1,19367.8128,0,0,1366,768,100.454669861137,Other Intel Processor,1000 HDD,0,1,0,0,0,0,0,0,0,Intel,Windows
Dell,Gaming,15.6,8,2.56,56502.9072,0,0,1920,1080,141.211998082199,Intel Core i7,128 SSD,  1000 HDD,0,1,0,0,1,0,0,0,Nvidia,Windows
Acer,Notebook,17.3,8,3,45501.12,0,1,1920,1080,127.335674571231,Intel Core i5,256 SSD,0,0,1,0,0,0,0,0,0,Nvidia,Windows
HP,Notebook,13.3,4,1.49,40173.12,0,1,1920,1080,165.632118051301,Intel Core i5,500 HDD,0,1,0,0,0,0,0,0,0,Intel,Windows
Huawei,Ultrabook,13,8,1.05,71874.72,0,1,2160,1440,199.692070641082,Intel Core i5,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
HP,Notebook,17.3,6,2.71,37242.72,0,1,1920,1080,127.335674571231,Intel Core i5,2000 HDD,0,1,0,0,0,0,0,0,0,AMD,Windows
Lenovo,Notebook,15.6,4,2.2,16463.52,0,0,1366,768,100.454669861137,AMD Processor,500 HDD,0,1,0,0,0,0,0,0,0,AMD,Others/No OS/Linux
Toshiba,Notebook,15.6,4,2,26053.92,0,0,1366,768,100.454669861137,Intel Core i3,500 HDD,0,1,0,0,0,0,0,0,0,Intel,Windows
HP,Notebook,17.3,8,2.5,49177.44,0,0,1920,1080,127.335674571231,Intel Core i5,256 SSD,0,0,1,0,0,0,0,0,0,Nvidia,Windows
Dell,Notebook,15.6,8,2.3,24455.52,0,0,1366,768,100.454669861137,Intel Core i3,1000 HDD,0,1,0,0,0,0,0,0,0,Intel,Windows
Acer,Notebook,15.6,4,2.1,23922.72,0,0,1366,768,100.454669861137,Intel Core i3,128 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
MSI,Gaming,18.4,32,4.4,149130.72,0,0,1920,1080,119.723215765342,Intel Core i7,512 SSD,  1000 HDD,0,1,0,0,1,0,0,0,Nvidia,Windows
Lenovo,Notebook,15.6,8,1.9,43316.64,0,0,1920,1080,141.211998082199,Intel Core i5,128 SSD,  1000 HDD,0,1,0,0,1,0,0,0,AMD,Windows
HP,2 in 1 Convertible,13.3,8,1.29,79866.72,1,1,3840,2160,331.264236102601,Intel Core i5,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Dell,Notebook,15.6,16,2.02,55890.72,0,0,1920,1080,141.211998082199,Intel Core i7,256 SSD,  2000 HDD,0,1,0,0,1,0,0,0,AMD,Others/No OS/Linux
Dell,Ultrabook,13.3,8,1.23,74538.72,0,0,1920,1080,165.632118051301,Intel Core i5,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Lenovo,2 in 1 Convertible,13.9,16,1.4,98514.72,1,1,3840,2160,316.965060443496,Intel Core i7,512 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Toshiba,Notebook,15.6,8,2,42251.04,0,0,1366,768,100.454669861137,Intel Core i5,128 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Xiaomi,Notebook,15.6,8,1.95,63882.72,0,1,1920,1080,141.211998082199,Intel Core i5,256 SSD,0,0,1,0,0,0,0,0,0,Nvidia,Others/No OS/Linux
Dell,Notebook,17.3,16,2.77,82530.72,1,0,1920,1080,127.335674571231,Intel Core i7,512 SSD,0,0,1,0,0,0,0,0,0,Nvidia,Windows
Dell,Notebook,15.6,16,2.06,127712.16,1,0,3840,2160,282.423996164397,Intel Core i7,512 SSD,0,0,1,0,0,0,0,0,0,Nvidia,Windows
Lenovo,Gaming,15.6,8,2.4,41505.12,0,1,1920,1080,141.211998082199,Intel Core i5,256 SSD,0,0,1,0,0,0,0,0,0,Nvidia,Others/No OS/Linux
Acer,Ultrabook,13.3,8,1.12,52693.92,0,1,1920,1080,165.632118051301,Intel Core i5,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Dell,Notebook,17.3,8,2.8,57808.8,0,0,1920,1080,127.335674571231,Intel Core i7,128 SSD,  1000 HDD,0,1,0,0,1,0,0,0,AMD,Windows
Lenovo,2 in 1 Convertible,14,16,1.42,150462.72,1,0,2560,1440,209.800682864981,Intel Core i7,1000 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Vero,Notebook,14,4,1.3,13852.8,0,1,1920,1080,157.350512148736,Other Intel Processor,32 Flash Storage,0,0,0,0,1,0,0,0,0,Intel,Windows
Xiaomi,Ultrabook,13.3,8,1.3,53274.672,0,1,1920,1080,165.632118051301,Intel Core i5,256 SSD,0,0,1,0,0,0,0,0,0,Nvidia,Others/No OS/Linux
Lenovo,Notebook,17.3,8,2.8,37189.44,0,0,1600,900,106.113062142693,Intel Core i5,256 SSD,0,0,1,0,0,0,0,0,0,Nvidia,Others/No OS/Linux
Dell,2 in 1 Convertible,13.3,8,1.62,44701.92,1,1,1920,1080,165.632118051301,Intel Core i7,1000 HDD,0,1,0,0,0,0,0,0,0,Intel,Windows
HP,Notebook,17.3,8,2.5,48697.92,0,1,1920,1080,127.335674571231,Intel Core i5,1000 HDD,0,1,0,0,0,0,0,0,0,Nvidia,Windows
Razer,Gaming,17.3,32,3.49,324954.72,1,0,3840,2160,254.671349142462,Intel Core i7,1000 SSD,0,0,1,0,0,0,0,0,0,Nvidia,Windows
HP,Notebook,13.3,8,1.49,51095.52,0,0,1920,1080,165.632118051301,Intel Core i5,512 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
HP,Gaming,17.3,16,3.35,73473.12,0,1,1920,1080,127.335674571231,Intel Core i7,256 SSD,  1000 HDD,0,1,0,0,1,0,0,0,Nvidia,Windows
HP,Notebook,17.3,8,2.5,55677.6,0,0,1920,1080,127.335674571231,Intel Core i7,256 SSD,0,0,1,0,0,0,0,0,0,Nvidia,Windows
Dell,Gaming,15.6,16,2.65,98301.6,0,1,3840,2160,282.423996164397,Intel Core i7,512 SSD,  1000 HDD,0,1,0,0,1,0,0,0,Nvidia,Windows
Lenovo,Notebook,15.6,4,2.1,26267.04,0,0,1366,768,100.454669861137,Intel Core i5,128 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Acer,Notebook,15.6,8,2.23,39533.76,0,0,1920,1080,141.211998082199,Intel Core i7,1000 HDD,0,1,0,0,0,0,0,0,0,Nvidia,Windows
Lenovo,Gaming,15.6,16,3.2,93186.72,0,1,1920,1080,141.211998082199,Intel Core i7,512 SSD,  1000 HDD,0,1,0,0,1,0,0,0,Nvidia,Windows
Dell,Workstation,15.6,16,2.8,162770.4,0,0,3840,2160,282.423996164397,Other Intel Processor,256 SSD,  1000 HDD,0,1,0,0,1,0,0,0,Nvidia,Windows
Lenovo,Gaming,15.6,16,2.4,74485.44,0,0,1920,1080,141.211998082199,Intel Core i7,512 SSD,0,0,1,0,0,0,0,0,0,Nvidia,Others/No OS/Linux
Dell,Notebook,15.6,6,2.3,23389.92,1,0,1366,768,100.454669861137,Intel Core i3,1000 HDD,0,1,0,0,0,0,0,0,0,Intel,Windows
Dell,Ultrabook,13.3,8,1.21,103842.72,1,1,3840,2160,331.264236102601,Intel Core i7,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Dell,Ultrabook,13.3,8,1.2,77202.72,0,0,1920,1080,165.632118051301,Intel Core i7,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Lenovo,Notebook,15.6,8,2.2,31808.16,0,0,1366,768,100.454669861137,Intel Core i5,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Acer,Notebook,15.6,8,2.4,41505.12,0,0,1920,1080,141.211998082199,Intel Core i7,1000 HDD,0,1,0,0,0,0,0,0,0,Nvidia,Others/No OS/Linux
Asus,Gaming,17.3,16,2.9,74964.96,0,0,1920,1080,127.335674571231,Intel Core i7,256 SSD,  1000 HDD,0,1,0,0,1,0,0,0,Nvidia,Windows
HP,Notebook,15.6,4,2.1,18594.72,0,0,1920,1080,141.211998082199,Intel Core i3,500 HDD,0,1,0,0,0,0,0,0,0,Intel,Others/No OS/Linux
Lenovo,Notebook,15.6,8,2.2,29250.72,0,0,1920,1080,141.211998082199,Intel Core i5,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Others/No OS/Linux
Huawei,Ultrabook,13,8,1.05,79866.72,0,1,2160,1440,199.692070641082,Intel Core i7,512 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Dell,Ultrabook,13.3,8,1.4,49650.5664,0,1,1920,1080,165.632118051301,Intel Core i7,256 SSD,0,0,1,0,0,0,0,0,0,AMD,Windows
Lenovo,Notebook,17.3,8,2.8,31381.92,0,0,1600,900,106.113062142693,Intel Core i5,1000 HDD,0,1,0,0,0,0,0,0,0,Nvidia,Others/No OS/Linux
HP,Notebook,14,8,1.63,54931.68,0,0,1920,1080,157.350512148736,Intel Core i7,256 SSD,0,0,1,0,0,0,0,0,0,Nvidia,Windows
Dell,Ultrabook,14,8,1.6,61218.72,0,0,1920,1080,157.350512148736,Intel Core i5,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Dell,2 in 1 Convertible,13.3,16,1.62,68145.12,1,0,1920,1080,165.632118051301,Intel Core i7,512 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Dell,Notebook,15.6,8,2.2,36089.208,0,0,1920,1080,141.211998082199,Intel Core i5,256 SSD,0,0,1,0,0,0,0,0,0,AMD,Others/No OS/Linux
Lenovo,2 in 1 Convertible,14,8,1.74,47898.72,0,1,1920,1080,157.350512148736,Intel Core i5,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Toshiba,Ultrabook,13.3,8,1.2,72620.64,0,0,1920,1080,165.632118051301,Intel Core i7,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
HP,Notebook,15.6,8,2.1,42304.32,0,0,1920,1080,141.211998082199,Intel Core i5,1000 HDD,0,1,0,0,0,0,0,0,0,Intel,Windows
Dell,Gaming,17.3,16,4.42,130873.7952,0,1,1920,1080,127.335674571231,Intel Core i7,256 SSD,  1000 HDD,0,1,0,0,1,0,0,0,Nvidia,Windows
Acer,Notebook,15.6,8,2.2,44328.96,0,0,1920,1080,141.211998082199,Intel Core i7,256 SSD,0,0,1,0,0,0,0,0,0,Nvidia,Windows
Dell,Notebook,15.6,16,2.3,45768.0528,1,0,1920,1080,141.211998082199,Intel Core i7,1000 HDD,0,1,0,0,0,0,0,0,0,AMD,Windows
Asus,Notebook,15.6,8,2,40972.32,0,0,1920,1080,141.211998082199,Intel Core i5,256 SSD,0,0,1,0,0,0,0,0,0,Nvidia,Windows
Asus,Notebook,17.3,8,2.69,47472.48,0,0,1920,1080,127.335674571231,Intel Core i5,256 SSD,  500 HDD,0,1,0,0,1,0,0,0,Nvidia,Windows
HP,Notebook,15.6,8,1.9,67612.32,0,0,1920,1080,141.211998082199,Intel Core i7,1000 HDD,0,1,0,0,0,0,0,0,0,AMD,Windows
Asus,Notebook,15.6,4,2.37,21258.1872,0,0,1366,768,100.454669861137,Intel Core i3,1000 HDD,0,1,0,0,0,0,0,0,0,Intel,Windows
HP,Notebook,15.6,4,2.1,17582.4,0,0,1366,768,100.454669861137,AMD Processor,500 HDD,0,1,0,0,0,0,0,0,0,AMD,Windows
Lenovo,Gaming,15.6,16,3.2,79866.72,0,1,1920,1080,141.211998082199,Intel Core i7,256 SSD,  1000 HDD,0,1,0,0,1,0,0,0,Nvidia,Windows
Dell,Notebook,14,8,1.6,45767.52,0,0,1920,1080,157.350512148736,Intel Core i5,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Acer,2 in 1 Convertible,13.3,8,1.6,36709.92,1,1,1920,1080,165.632118051301,Intel Core i5,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Dell,Notebook,15.6,16,2.36,47898.72,0,0,1920,1080,141.211998082199,Intel Core i7,256 SSD,0,0,1,0,0,0,0,0,0,AMD,Others/No OS/Linux
Acer,Notebook,15.6,4,2.1,20779.2,0,0,1366,768,100.454669861137,Intel Core i3,1000 HDD,0,1,0,0,0,0,0,0,0,Intel,Others/No OS/Linux
Asus,Notebook,15.6,4,2.2,30636,0,0,1920,1080,141.211998082199,AMD Processor,128 SSD,  1000 HDD,0,1,0,0,1,0,0,0,AMD,Windows
Asus,Gaming,17.3,32,4.7,207259.2,0,0,1920,1080,127.335674571231,Intel Core i7,512 SSD,  1000 HDD,0,1,0,0,1,0,0,0,Nvidia,Windows
Acer,Gaming,15.6,8,2.5,45074.88,0,1,1920,1080,141.211998082199,Intel Core i5,256 SSD,0,0,1,0,0,0,0,0,0,Nvidia,Windows
Lenovo,Notebook,15.6,8,2.2,31381.92,0,0,1366,768,100.454669861137,Intel Core i3,128 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Asus,Notebook,17.3,8,2.1,61005.6,0,0,1920,1080,127.335674571231,Intel Core i7,128 SSD,  1000 HDD,0,1,0,0,1,0,0,0,Nvidia,Windows
Asus,Notebook,17.3,8,2.69,47365.92,0,0,1920,1080,127.335674571231,Intel Core i7,128 SSD,  1000 HDD,0,1,0,0,1,0,0,0,Nvidia,Others/No OS/Linux
Dell,Gaming,15.6,8,2.56,46833.12,0,0,1920,1080,141.211998082199,Intel Core i5,256 SSD,0,0,1,0,0,0,0,0,0,Nvidia,Windows
Lenovo,2 in 1 Convertible,13.9,8,1.38,57489.12,1,1,1920,1080,158.482530221748,Intel Core i7,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Dell,Notebook,15.6,8,2.2,52480.8,0,0,1920,1080,141.211998082199,Intel Core i7,128 SSD,  2000 HDD,0,1,0,0,1,0,0,0,AMD,Windows
HP,Notebook,15.6,8,2.04,29783.52,1,0,1366,768,100.454669861137,Intel Core i5,1000 HDD,0,1,0,0,0,0,0,0,0,Intel,Windows
Asus,Gaming,17.3,16,3.6,159786.72,0,0,1920,1080,127.335674571231,Intel Core i7,256 SSD,0,0,1,0,0,0,0,0,0,Nvidia,Windows
HP,Notebook,13.3,4,1.49,35964,0,1,1920,1080,165.632118051301,Intel Core i5,500 HDD,0,1,0,0,0,0,0,0,0,Intel,Windows
Apple,Ultrabook,13.3,8,1.37,108691.2,0,1,2560,1600,226.983004681061,Intel Core i5,512 SSD,0,0,1,0,0,0,0,0,0,Intel,Mac
Dell,2 in 1 Convertible,15.6,8,2.08,43636.32,1,1,1920,1080,141.211998082199,Intel Core i7,1000 HDD,0,1,0,0,0,0,0,0,0,Intel,Windows
Asus,Gaming,17.3,16,4.3,95850.72,0,0,1920,1080,127.335674571231,Intel Core i7,256 SSD,  1000 HDD,0,1,0,0,1,0,0,0,Nvidia,Windows
Asus,Notebook,15.6,4,1.68,24988.32,0,0,1366,768,100.454669861137,AMD Processor,1000 HDD,0,1,0,0,0,0,0,0,0,AMD,Windows
Lenovo,2 in 1 Convertible,13.9,8,1.37,98514.72,1,1,1920,1080,158.482530221748,Intel Core i7,512 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Acer,Notebook,17.3,4,3,37402.56,0,1,1920,1080,127.335674571231,Intel Core i3,256 SSD,0,0,1,0,0,0,0,0,0,Nvidia,Windows
Dell,Ultrabook,13.3,8,1.41,50562.72,0,0,1920,1080,165.632118051301,Intel Core i5,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
HP,Notebook,15.6,8,1.91,23757.552,0,0,1366,768,100.454669861137,AMD Processor,128 SSD,0,0,1,0,0,0,0,0,0,AMD,Windows
HP,Notebook,17.3,16,2.9,56423.52,0,1,1920,1080,127.335674571231,Intel Core i7,1000 HDD,0,1,0,0,0,0,0,0,0,Nvidia,Windows
MSI,Gaming,17.3,16,4.14,133146.72,0,0,1920,1080,127.335674571231,Intel Core i7,512 SSD,  1000 HDD,0,1,0,0,1,0,0,0,Nvidia,Windows
Lenovo,2 in 1 Convertible,15.6,8,2,90522.72,1,1,1920,1080,141.211998082199,Intel Core i7,512 SSD,0,0,1,0,0,0,0,0,0,Nvidia,Windows
Dell,Notebook,17.3,8,2.8,60845.76,0,0,1920,1080,127.335674571231,Intel Core i7,128 SSD,  1000 HDD,0,1,0,0,1,0,0,0,AMD,Windows
Lenovo,Notebook,15.6,4,2.2,23656.32,0,0,1920,1080,141.211998082199,Intel Core i3,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Others/No OS/Linux
HP,Notebook,15.6,4,2.1,38468.16,0,1,1920,1080,141.211998082199,Intel Core i5,500 HDD,0,1,0,0,0,0,0,0,0,Intel,Windows
Dell,Notebook,15.6,4,2.18,35004.96,0,0,1920,1080,141.211998082199,Intel Core i5,1000 HDD,0,1,0,0,0,0,0,0,0,Intel,Windows
Dell,Notebook,15.6,8,2.24,30103.2,0,0,1920,1080,141.211998082199,Intel Core i5,1000 HDD,0,1,0,0,0,0,0,0,0,AMD,Windows
Dell,2 in 1 Convertible,15.6,8,2.67,42570.72,1,0,1920,1080,141.211998082199,Intel Core i5,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Asus,2 in 1 Convertible,13.3,8,1.1,79866.72,1,0,1920,1080,165.632118051301,Intel Core i7,512 SSD,  512 SSD,0,1,0,0,0,1,0,0,Intel,Windows
Lenovo,Notebook,15.6,4,2.2,24881.76,0,0,1920,1080,141.211998082199,Intel Core i5,1000 HDD,0,1,0,0,0,0,0,0,0,Intel,Others/No OS/Linux
HP,Notebook,17.3,8,2.5,54239.04,0,0,1920,1080,127.335674571231,Intel Core i7,1000 HDD,0,1,0,0,0,0,0,0,0,Nvidia,Windows
Lenovo,Notebook,15.6,8,2.05,46886.4,0,0,1920,1080,141.211998082199,Intel Core i7,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Apple,Ultrabook,13.3,8,1.37,104370.192,0,1,2560,1600,226.983004681061,Intel Core i5,512 SSD,0,0,1,0,0,0,0,0,0,Intel,Mac
Asus,Gaming,17.3,16,3.2,82530.72,0,0,1920,1080,127.335674571231,AMD Processor,256 SSD,  1000 HDD,0,1,0,0,1,0,0,0,AMD,Windows
Dell,Notebook,15.6,8,2.14,39164.5296,0,0,1920,1080,141.211998082199,Intel Core i7,256 SSD,0,0,1,0,0,0,0,0,0,AMD,Others/No OS/Linux
Lenovo,2 in 1 Convertible,14,16,1.36,133146.72,1,0,2560,1440,209.800682864981,Intel Core i7,512 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Toshiba,Notebook,15.6,8,2.2,43263.36,0,0,1366,768,100.454669861137,Intel Core i7,500 HDD,0,1,0,0,0,0,0,0,0,Nvidia,Windows
Dell,Notebook,15.6,12,2.3,37992.3696,0,0,1366,768,100.454669861137,Intel Core i7,1000 HDD,0,1,0,0,0,0,0,0,0,Intel,Windows
Dell,Notebook,17.3,8,2.8,58554.72,0,0,1920,1080,127.335674571231,Intel Core i7,128 SSD,  1000 HDD,0,1,0,0,1,0,0,0,AMD,Others/No OS/Linux
Acer,Notebook,15.6,8,2.2,39693.6,0,1,1920,1080,141.211998082199,Intel Core i7,1000 HDD,0,1,0,0,0,0,0,0,0,Nvidia,Windows
Lenovo,Notebook,17.3,4,2.8,26053.92,0,0,1600,900,106.113062142693,Intel Core i3,1000 HDD,0,1,0,0,0,0,0,0,0,Intel,Windows
Lenovo,Notebook,17.3,8,2.8,45234.72,0,0,1920,1080,127.335674571231,Intel Core i7,2000 HDD,0,1,0,0,0,0,0,0,0,Nvidia,Others/No OS/Linux
Lenovo,Notebook,17.3,6,2.8,45767.52,0,0,1600,900,106.113062142693,Intel Core i7,128 SSD,  1000 HDD,0,1,0,0,1,0,0,0,Nvidia,Windows
Dell,Notebook,15.6,4,2.25,22803.84,0,0,1920,1080,141.211998082199,Intel Core i3,1000 HDD,0,1,0,0,0,0,0,0,0,AMD,Others/No OS/Linux
Lenovo,Gaming,15.6,8,2.5,44169.12,0,1,1920,1080,141.211998082199,Intel Core i5,256 SSD,0,0,1,0,0,0,0,0,0,Nvidia,Windows
Lenovo,Notebook,15.6,6,2.2,30849.12,0,0,1920,1080,141.211998082199,Intel Core i5,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Acer,Notebook,15.6,8,3,50669.28,0,1,1920,1080,141.211998082199,Intel Core i7,256 SSD,0,0,1,0,0,0,0,0,0,Nvidia,Windows
Acer,Notebook,15.6,12,2.15,35111.52,1,1,1920,1080,141.211998082199,Intel Core i7,1000 HDD,0,1,0,0,0,0,0,0,0,Intel,Windows
Lenovo,Notebook,15.6,8,1.95,58448.16,0,1,1920,1080,141.211998082199,Intel Core i7,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Asus,Ultrabook,15.6,8,1.7,52054.56,0,0,1920,1080,141.211998082199,Intel Core i5,256 SSD,0,0,1,0,0,0,0,0,0,Nvidia,Windows
Lenovo,Gaming,15.6,16,2.5,62817.12,0,1,1920,1080,141.211998082199,Intel Core i7,256 SSD,  1000 HDD,0,1,0,0,1,0,0,0,Nvidia,Windows
Lenovo,Notebook,15.6,8,2.2,35112.0528,0,0,1920,1080,141.211998082199,Intel Core i7,1000 HDD,0,1,0,0,0,0,0,0,0,Nvidia,Others/No OS/Linux
Acer,Notebook,15.6,2,2.19,10602.72,0,0,1366,768,100.454669861137,Other Intel Processor,16 SSD,0,0,1,0,0,0,0,0,0,Intel,Others/No OS/Linux
Asus,Gaming,17.3,8,3,63243.36,0,0,1920,1080,127.335674571231,Intel Core i7,1000 HDD,0,1,0,0,0,0,0,0,0,Nvidia,Windows
HP,Notebook,17.3,8,2.54,26053.92,0,0,1600,900,106.113062142693,Intel Core i3,1000 HDD,0,1,0,0,0,0,0,0,0,Intel,Windows
Dell,Notebook,15.6,8,2,97449.12,0,0,1920,1080,141.211998082199,Intel Core i7,256 SSD,0,0,1,0,0,0,0,0,0,Nvidia,Windows
Lenovo,Notebook,15.6,8,2.05,39373.92,0,0,1920,1080,141.211998082199,Intel Core i5,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Lenovo,Gaming,15.6,8,3.2,69210.72,0,1,1920,1080,141.211998082199,Intel Core i7,1000 HDD,0,1,0,0,0,0,0,0,0,Nvidia,Windows
Acer,Notebook,15.6,8,2.5,52161.12,0,0,1920,1080,141.211998082199,Intel Core i7,256 SSD,0,0,1,0,0,0,0,0,0,Nvidia,Others/No OS/Linux
Dell,Workstation,17.3,16,3.42,153705.3408,0,0,1920,1080,127.335674571231,Intel Core i7,256 SSD,0,0,1,0,0,0,0,0,0,Nvidia,Windows
Lenovo,Notebook,15.6,6,2.4,26586.72,0,0,1920,1080,141.211998082199,AMD Processor,1000 HDD,0,1,0,0,0,0,0,0,0,AMD,Windows
Asus,Ultrabook,15.6,16,1.63,78215.04,0,0,1920,1080,141.211998082199,Intel Core i7,512 SSD,0,0,1,0,0,0,0,0,0,Nvidia,Windows
Asus,Notebook,14,4,1.3,27119.52,0,0,1366,768,111.935203559552,Intel Core i3,128 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Asus,Gaming,17.3,16,2.9,113060.16,0,0,1920,1080,127.335674571231,Intel Core i7,256 SSD,  1000 HDD,0,1,0,0,1,0,0,0,Nvidia,Windows
Lenovo,Notebook,17.3,6,2.8,34578.72,0,0,1600,900,106.113062142693,Intel Core i5,1000 HDD,0,1,0,0,0,0,0,0,0,Nvidia,Windows
Lenovo,Notebook,15.6,8,2.2,29250.72,0,0,1366,768,100.454669861137,Intel Core i5,2000 HDD,0,1,0,0,0,0,0,0,0,Nvidia,Others/No OS/Linux
Asus,Gaming,15.6,8,2.5,67399.2,0,0,1920,1080,141.211998082199,Intel Core i7,128 SSD,  1000 HDD,0,1,0,0,1,0,0,0,Nvidia,Windows
Lenovo,Notebook,15.6,4,2.2,19180.2672,0,0,1366,768,100.454669861137,Other Intel Processor,1000 HDD,0,1,0,0,0,0,0,0,0,Intel,Others/No OS/Linux
HP,2 in 1 Convertible,13.3,16,1.28,105228,1,0,1920,1080,165.632118051301,Intel Core i7,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Toshiba,Notebook,15.6,8,2.2,55571.04,0,1,1920,1080,141.211998082199,Intel Core i7,256 SSD,0,0,1,0,0,0,0,0,0,Nvidia,Windows
Lenovo,Notebook,15.6,8,2.3,43636.32,0,0,1920,1080,141.211998082199,Intel Core i5,128 SSD,  1000 HDD,0,1,0,0,1,0,0,0,Nvidia,Windows
HP,Notebook,15.6,4,1.86,24988.32,0,0,1920,1080,141.211998082199,Intel Core i3,1000 HDD,0,1,0,0,0,0,0,0,0,Intel,Windows
Lenovo,Notebook,13.3,8,1.1,53226.72,0,1,1920,1080,165.632118051301,Intel Core i5,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Dell,Ultrabook,13.3,16,1.21,133146.72,1,1,3840,2160,331.264236102601,Intel Core i7,1000 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
MSI,Gaming,15.6,16,2.8,111834.72,0,1,1920,1080,141.211998082199,Intel Core i7,256 SSD,  1000 HDD,0,1,0,0,1,0,0,0,Nvidia,Windows
Acer,Notebook,15.6,8,2.23,24988.32,0,0,1920,1080,141.211998082199,AMD Processor,256 SSD,0,0,1,0,0,0,0,0,0,AMD,Windows
Asus,2 in 1 Convertible,11.6,2,1.1,14652,1,0,1366,768,135.094211192563,Other Intel Processor,32 Flash Storage,0,0,0,0,1,0,0,0,0,Intel,Windows
Dell,Notebook,15.6,8,2.33,44968.32,0,0,1920,1080,141.211998082199,Intel Core i5,128 SSD,  1000 HDD,0,1,0,0,1,0,0,0,AMD,Windows
HP,2 in 1 Convertible,13.3,16,1.29,130482.72,1,1,3840,2160,331.264236102601,Intel Core i7,1000 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Lenovo,Notebook,13.3,4,1.45,24503.472,0,0,1366,768,117.826530062686,Other Intel Processor,16 Flash Storage,0,0,0,0,1,0,0,0,0,Intel,Others/No OS/Linux
HP,Notebook,14,8,1.95,52214.4,0,0,1920,1080,157.350512148736,Intel Core i5,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Acer,Notebook,11.6,4,1.4,25840.8,0,0,1366,768,135.094211192563,Other Intel Processor,128 Flash Storage,0,0,0,0,1,0,0,0,0,Intel,Windows
HP,Notebook,14,8,1.48,68837.76,0,0,1920,1080,157.350512148736,Intel Core i7,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
Lenovo,Notebook,17.3,4,2.79,31381.92,0,0,1600,900,106.113062142693,Intel Core i5,1000 HDD,0,1,0,0,0,0,0,0,0,Nvidia,Windows
Asus,Notebook,14,8,2,58288.32,0,0,1920,1080,157.350512148736,Intel Core i7,256 SSD,0,0,1,0,0,0,0,0,0,Intel,Windows
HP,Notebook,15.6,8,2.1,48058.56,0,1,1366,768,100.454669861137,Intel Core i7,1000 HDD,0,1,0,0,0,0,0,0,0,Intel,Windows
Acer,Notebook,15.6,8,2.2,35111.52,0,0,1366,768,100.454669861137,AMD Processor,256 SSD,0,0,1,0,0,0,0,0,0,AMD,Windows
